"identifier","alternative_identifiers","country","continent","region","culture","epoch","group","comment","latitude","longitude","sex","site","site_detail","mt_hg","ychr_hg","year_from","year_to","date_detail","bp","c14_lab_code","reference_name","reference_link","data_link","c14_sample_tag","c14_layer_tag","ychr_snps","avg_coverage","sequence_source","mitopatho_alleles","mitopatho_positions","mitopatho_locus","mitopatho_diseases","mitopatho_statuses","mitopatho_homoplasms","mitopatho_heteroplasms"
"I7571","169 SK 1","Great Britain","Europe","British Isles","England_MBA","Bronze Age","BABI","",52.34000015258789,0.029999999329447746,"M","Over Narrows, Needingworth Quarry, England","","J1c1","R1b1a1a2a1a2(xR1b1a1a2a1a2c)",-1448,-1259,"1448-1259 calBCE (3100±40 BP, SUERC-28364)","3100±40","SUERC-28364","Olalde et al. 2018","https://dx.doi.org/10.1038/nature25738","http://www.ebi.ac.uk/ena/data/view/PRJEB23635","1","0","",117.05500030517578,"bam","16270T;12372A;12308G;11467G;16192T","16270;12372;12308;11467;16192","MT-CR;MT-ND5;MT-TL2;MT-ND4;MT-CR","Melanoma patients;Altered brain pH / sCJD patients;CPEO / Stroke / CM / Breast & Renal & Prostate Cancer Risk / Altered brain pH /sCJD;Altered brain pH / sCJD patients;Melanoma patients","Reported;Reported;Reported;Reported;Reported","nr;+;+;+;nr","nr;-;+;-;nr"
"I7572","169 SK 2","Great Britain","Europe","British Isles","England_MBA","Bronze Age","BABI","",52.34000015258789,0.029999999329447746,"M","Over Narrows, Needingworth Quarry, England","","H13a1a","R1b1a1a2a1a2c",-1510,-1302,"1510-1302 calBCE (3160±40 BP, SUERC-28365)","3160±40","SUERC-28365","Olalde et al. 2018","https://dx.doi.org/10.1038/nature25738","http://www.ebi.ac.uk/ena/data/view/PRJEB23635","1","0","",52.423301696777344,"bam","16192T;12308G;12372A;11467G;16270T","16192;12308;12372;11467;16270","MT-CR;MT-TL2;MT-ND5;MT-ND4;MT-CR","Melanoma patients;CPEO / Stroke / CM / Breast & Renal & Prostate Cancer Risk / Altered brain pH /sCJD;Altered brain pH / sCJD patients;Altered brain pH / sCJD patients;Melanoma patients","Reported;Reported;Reported;Reported;Reported","nr;+;+;+;nr","nr;+;-;-;nr"
"I5037","170","Czech Republic","Europe","central Europe","Czech_EBA","Bronze Age","EBACz","",48.801944732666016,17.023332595825195,"M","Moravská Nová Ves","","K1a+150","R",-2300,-1900,"2300-1900 BCE","","","Olalde et al. 2018","https://dx.doi.org/10.1038/nature25738","http://www.ebi.ac.uk/ena/data/view/PRJEB23635","0","0","",50.18790054321289,"bam","16189C;12308G;15693C;195C;12372A;499A;11467G;14577C","16189;12308;15693;195;12372;499;11467;14577","MT-CR;MT-TL2;MT-CYB;MT-CR;MT-ND5;MT-CR;MT-ND4;MT-ND6","Diabetes / Cardiomyopathy /cancer risk / mtDNA copy nbr / Metabolic Syndrome / Melanoma patients;CPEO / Stroke / CM / Breast & Renal & Prostate Cancer Risk / Altered brain pH /sCJD;Possibly LVNC cardiomyopathy-associated;BD-associated / melanoma pts;Altered brain pH / sCJD patients;Endometriosis;Altered brain pH / sCJD patients;MIDM","Reported;Reported;Reported;Reported;Reported;Reported;Reported;Reported","+;+;+;+;+;+;+;-","-;+;-;+;-;-;-;+"
"I12209","171","Spain","Europe","Iberia","Cogotas I","Bronze Age","BAIB","C_Iberia_BA",41.45840072631836,-5.287199974060059,"M","La Requejada, San Román de Hornija, Valladolid, Castilla y León","","H1ah","R1b1a1a2a1a2(xR1b1a1a2a1a2c,xR1b1a1a2a1a2b1,xR1b1a1a2a1a2a5)",-1368,-1211,"1368–1211 BCE","","","Olalde et al. 2019","https://doi.org/10.1126/science.aav4040","https://www.ebi.ac.uk/ena/browser/view/PRJEB30874","0","0","",656.0,"bam","15924G;12308G;12372A;11467G;16270T","15924;12308;12372;11467;16270","MT-TT;MT-TL2;MT-ND5;MT-ND4;MT-CR","LIMM;CPEO / Stroke / CM / Breast & Renal & Prostate Cancer Risk / Altered brain pH /sCJD;Altered brain pH / sCJD patients;Altered brain pH / sCJD patients;Melanoma patients","Reported;Reported;Reported;Reported;Reported","nr;+;+;+;nr","nr;+;-;-;nr"
"I5044","180 SK 1","Czech Republic","Europe","central Europe","Czech_EBA","Bronze Age","EBACz","",48.801944732666016,17.023332595825195,"F","Moravská Nová Ves","","K1b1a","",-2300,-1900,"2300-1900 BCE","","","Allentoft et al. 2015","https://dx.doi.org/10.1038/nature14507","https://www.ebi.ac.uk/ena/data/view/PRJEB9021","0","0","",197.6230010986328,"bam","16270T;12308G;150T;12372A;11467G;12634G;16189C;13637G","16270;12308;150;12372;11467;12634;16189;13637","MT-CR;MT-TL2;MT-CR;MT-ND5;MT-ND4;MT-ND5;MT-CR;MT-ND5","Melanoma patients;CPEO / Stroke / CM / Breast & Renal & Prostate Cancer Risk / Altered brain pH /sCJD;Longevity / Cervical Carcinoma / HPV infection risk;Altered brain pH / sCJD patients;Altered brain pH / sCJD patients;Thyroid Cancer Cell Line;Diabetes / Cardiomyopathy /cancer risk / mtDNA copy nbr / Metabolic Syndrome / Melanoma patients;Possible LHON factor","Reported;Reported;Conflicting reports;Reported;Reported;Reported;Reported;Reported","nr;+;+;+;+;+;+;+","nr;+;+;-;-;+;-;-"
"I0432","180 SK 2","Russia","Europe","Pontic steppe","Poltavka","Bronze Age","BARu","Poltavka_outlier",53.65999984741211,50.66999816894531,"M","Sok River, Samara","Site I","U5a1c","R1a1a1b2a",-2925,-2491,"2925-2491 calBCE (4180±84 BP, AA-12569)","4180±84","AA-12569","Mathieson et al. 2015","https://dx.doi.org/10.1038/nature16152","https://www.ebi.ac.uk/ena/data/view/PRJEB11450","1","0","",0.0,"bam","16189C;12634G;11467G;12372A;150T;12308G;13637G;16270T","16189;12634;11467;12372;150;12308;13637;16270","MT-CR;MT-ND5;MT-ND4;MT-ND5;MT-CR;MT-TL2;MT-ND5;MT-CR","Diabetes / Cardiomyopathy /cancer risk / mtDNA copy nbr / Metabolic Syndrome / Melanoma patients;Thyroid Cancer Cell Line;Altered brain pH / sCJD patients;Altered brain pH / sCJD patients;Longevity / Cervical Carcinoma / HPV infection risk;CPEO / Stroke / CM / Breast & Renal & Prostate Cancer Risk / Altered brain pH /sCJD;Possible LHON factor;Melanoma patients","Reported;Reported;Reported;Reported;Conflicting reports;Reported;Reported;Reported","+;+;+;+;+;+;+;nr","-;+;-;-;+;+;-;nr"
"DA143","190","Russia","Europe","Pontic steppe","Sarmatian","Iron Age","IAST","",47.29225540161133,39.54307556152344,"F","Sarmatian5, Nesvetay IV","","U4b1a4","",0,100,"0-100 CE","","","de Barros Damgaard et al. 2018","https://doi.org/10.1038/s41586-018-0094-2","https://www.ebi.ac.uk/ena/data/view/PRJEB20658","0","1","",80.56199645996094,"bam","11251G;295T;3010A;10398G;13708A;462T;4216C;185A;228A;489C","11251;295;3010;10398;13708;462;4216;185;228;489","MT-ND4;MT-CR;MT-RNR2;MT-ND3;MT-ND5;MT-CR;MT-ND1;MT-CR;MT-CR;MT-CR","Reduced risk of PD;Low VO2max response;Cyclic Vomiting Syndrome with Migraine / high altitude disease risk factor;PD protective factor / longevity / altered cell pH / metabolic syndrome / breast cancer risk / Leigh Syndrome risk / ADHD / cognitive decline / SCA2 age of onset / Fuchs endothelial corneal dystrophy;LHON / Increased MS risk / higher freq in PD-ADS;Low VO2max response;LHON / Insulin Resistance /possible adaptive high altitude variant / miscarriage;Low VO2max response;Low VO2max response;Low VO2max response","Reported;Reported;Reported;Reported / lineage L & M marker / also hg IJK;Conflicting reports;Reported;Conflicting reports;Reported;Reported;Reported","nr;+;+;+;+;+;+;+;+;+","nr;-;-;-;+;-;-;-;-;-"
"I0433","HAL16a","Russia","Europe","Pontic steppe","Samara_Eneolithic","Bronze Age","YAM","",52.220001220703125,48.099998474121094,"M","Khvalynsk, Volga River, Samara","Site II","U5a1i","R1a1",-5200,-4000,"5200-4000 BCE","","","Mathieson et al. 2015","https://dx.doi.org/10.1038/nature16152","https://www.ebi.ac.uk/ena/data/view/PRJEB11450","0","0","",0.0,"bam","14841G","14841","MT-CYB","LHON helper mut.","Reported","-","+"
"I2472","DBC 96;SK 5587;Lassithi2","Spain","Europe","Iberia","N_Iberia_BA","Bronze Age","BAIB","",42.56999969482422,-2.619999885559082,"M","El Sotillo, Laguardia, Araba/Álava, Basque Country","","K1a+195","R1b1a1a2a1a",-1605,-1425,"1605–1425 cal BCE (3220±30 BP, Beta-299309)","3220±30","","Olalde et al. 2019","https://doi.org/10.1126/science.aav4040","https://www.ebi.ac.uk/ena/browser/view/PRJEB30874","1","0","",321.0,"bam","","","","","","",""
"I7042","DBC 96;SK 5856;Lassithi4","Hungary","Europe","Pannonia","Hungary_BA","Bronze Age","BAHu","",47.429954528808594,19.051965713500977,"M","Szigetszentmiklós-Üdülősor","","H","I2a1",-2500,-2200,"2500-2200 BCE","","","Olalde et al. 2018","https://dx.doi.org/10.1038/nature25738","http://www.ebi.ac.uk/ena/data/view/PRJEB23635","0","0","",503.1820068359375,"bam","","","","","","",""
"I5515","Lassithi7;MOA 1956.46 Box 136","Great Britain","Europe","British Isles","Scotland_CA_EBA","Bronze Age","BABI","",56.0620002746582,-3.419178009033203,"M","Aberdour Road, Dunfermline, Fife, Scotland","","H3+16311","R1b1a1a2a1a2c",-2034,-1775,"2034-1775 calBCE (3581±40 BP, SRR-292)","3581±40","SRR-292","Olalde et al. 2018","https://dx.doi.org/10.1038/nature25738","http://www.ebi.ac.uk/ena/data/view/PRJEB23635","1","0","",44.57469940185547,"bam","","","","","","",""
"I5473","Lassithi9;MOA 1973.4H Box 167D","Great Britain","Europe","British Isles","Scotland_CA_EBA","Bronze Age","BABI","",55.621273040771484,-3.619658946990967,"M","Boatbridge Quarry, Thankerton, South Lanarkshire, Scotland","","U5b","F",-2400,-2100,"2400-2100 BCE","","","Olalde et al. 2018","https://dx.doi.org/10.1038/nature25738","http://www.ebi.ac.uk/ena/data/view/PRJEB23635","0","0","",1.6602100133895874,"bam","","","","","","",""
"I0358","HAL36C","Russia","Europe","Pontic steppe","Srubnaya","Bronze Age","SRU","",53.029998779296875,50.38999938964844,"F","Spiridonovka IV, Samara River, Samara","","H6a1a","",-1906,-1631,"1906-1631 calBCE (3455±56 BP, AA-47808)","3455±56","AA-47808","Mathieson et al. 2015","https://dx.doi.org/10.1038/nature16152","https://www.ebi.ac.uk/ena/data/view/PRJEB11450","1","0","R1a1a1b1a2:S204:16474793G->A;R1a1a1b1a:S198:15588401T->C;R1a1a1b1:PF6217:21976303T->A;R1a1a1b:S224:8245045C->T;R1a1a1b:S441:7683058G->A;R1a1a1:M417:8533735G->A;R1a1a1:Page7:14498990C->T;R1a1a:L168:16202177A->G;R1a1a:M198:15030752C->T;R1a1a:M512:16315153C->T;R1a1a:M515:14054623T->A;R1a1:M459:6906074A->G;R1a1:Page65.2:2657176C->T;R1a:L145:14138745C->A;R1a:L62:17891241A->Ghet;R1a:L63:18162834T->C;R1:CTS2565:14366723C->T;R1:CTS2908:14556851C->T;R1:CTS3123:14674176A->C;R1:CTS3321:14829196C->T;R1:CTS5611:16394489T->G;R1:CTS7085:17275703G->A;R1:F102:7854412A->G;R1:L875:16742224A->G;R1:M306:22750583C->A;R1:P225:15590342G->T;R1:P231:9989615A->G;R1:P234:21117888T->C;R1:P236:17782178C->G;R1:P238:7771131G->A;R1:P245:8633545T->C;R1:P286:17716251C->T;R1:P294:7570822G->C;R:CTS11075:22934109A->G;R:CTS3622:15078469C->G;R:CTS6417:16882568T->Chet;R:CTS7876:17722802G->A;R:CTS7880:17723850C->T;R:CTS8311:17930099C->A;R:F295:15594523A->G;R:F33:6701239G->A;R:F356:16629782T->C;R:F370:16856357T->C;R:F459:18017528G->T;R:F63:7177189G->A;R:F652:23631629C->A;R:F82:7548900G->A;R:FGC1168:15667208G->C;R:L1225:22733758C->G;R:L1347:22818334C->T;R:M651:9889199G->A;R:M734:18066156C->T;R:M760:21219443A->G;R:M764:21263029G->A;R:M799:23134896C->T;R:P224:17285993C->T;R:P227:21409706G->C;R:P280:21843090C->G;R:P285:19267344C->A",0.0,"bam","","","","","","",""
"I5516","ESP3","Great Britain","Europe","British Isles","Scotland_CA_EBA","Bronze Age","BABI","",56.192657470703125,-4.05770206451416,"M","Doune, Perth and Kinross, Scotland","","T2a1b1a1b","R1b1a1a2a1a2",-1866,-1615,"1866-1615 calBCE (3400±35 BP, SUERC-2869)","3400±35","SUERC-2869","Olalde et al. 2018","https://dx.doi.org/10.1038/nature25738","http://www.ebi.ac.uk/ena/data/view/PRJEB23635","1","0","",79.92939758300781,"bam","12308G;11467G;12372A;16270T;16192T","12308;11467;12372;16270;16192","MT-TL2;MT-ND4;MT-ND5;MT-CR;MT-CR","CPEO / Stroke / CM / Breast & Renal & Prostate Cancer Risk / Altered brain pH /sCJD;Altered brain pH / sCJD patients;Altered brain pH / sCJD patients;Melanoma patients;Melanoma patients","Reported;Reported;Reported;Reported;Reported","+;+;+;nr;nr","+;-;-;nr;nr"
"DA144","ESP4","Russia","Europe","Pontic steppe","Sarmatian","Iron Age","IAST","",47.29344940185547,39.54597854614258,"M","Sarmatian6, Chebotarev V","","H28","R1",0,100,"0-100 CE","","","de Barros Damgaard et al. 2018","https://doi.org/10.1038/s41586-018-0094-2","https://www.ebi.ac.uk/ena/data/view/PRJEB20658","0","1","I2c:L597:18887888T->A;I2c:M3934:23566624T->C;I2c:PF3893:8571993T->C;I2c:PF3929:22861120A->G;I2c:S6631:8634040C->A;I2:M438:16638804A->G;I2:PF3664:8567995G->A;I:CTS11441:23113271C->G;I:CTS3383:14884646C->T;I:CTS5263:16171560G->A;I:CTS5650:16415916A->G;I:CTS5946:16567253A->G;I:CTS7329:17424807C->T;I:CTS7540:17525137A->G;I:CTS8420:18018313C->A;I:CTS8545:18078759T->A;I:CTS8876:18257568G->A;I:FGC2416:7642823G->T;I:FGC7049:22459264G->A;I:FI2:8382265C->G;I:L41:19048602G->A;I:L503:21359407C->G;I:L578:8267857G->A;I:L755:8465165C->T;I:L758:8536868C->G;I:M11064:7244075A->G;I:M1460:21862684A->C;I:PF3611:5586317G->C;I:PF3617:5925267G->A;I:PF3627.2:6662712C->T;I:PF3660:8466652G->A;I:PF3661:8484606C->A;I:PF3687:13610767C->T;I:PF3800:21402723A->G;I:PF3811:21627180C->T;I:PF3814:21839183A->G;I:PF3817:21939618G->A;I:PF3828:22458430C->T;I:PF3829:22458740A->G;I:PF3837:22573702G->A;I:Z16987:22243817A->Ghet",81.39399719238281,"bam","15784C;5460A;12705T;6267A;195C","15784;5460;12705;6267;195","MT-CYB;MT-ND2;MT-CO1;MT-CO1;MT-CR","POAG - potential for association;AD / PD / LHON;Possible protective factor for normal tension glaucoma;Prostate Cancer;BD-associated / melanoma pts","Reported;Conflicting reports;Reported;Reported;Reported","+;+;<NA>;+;+","-;+;<NA>;-;+"
"I2567","ESP29","Great Britain","Europe","British Isles","Scotland_CA_EBA","Bronze Age","BABI","",55.970001220703125,-2.444000005722046,"M","Dryburn Bridge, East Lothian, Scotland","","U4a1a","R1b1a1a2a1a2",-2275,-1884,"2275-1884 calBCE [2130-1883 calBCE (3615±40 BP, SUERC-4072), 2274-2023 calBCE (3725±35 BP, SUERC-4083)]","3615±40","SUERC-4072","Olalde et al. 2018","https://dx.doi.org/10.1038/nature25738","http://www.ebi.ac.uk/ena/data/view/PRJEB23635","1","0","",372.8900146484375,"bam","15043A;10398G;15924G;16129A;12705T","15043;10398;15924;16129;12705","MT-CYB;MT-ND3;MT-TT;MT-CR;MT-CO1","MDD-associated;PD protective factor / longevity / altered cell pH / metabolic syndrome / breast cancer risk / Leigh Syndrome risk / ADHD / cognitive decline / SCA2 age of onset / Fuchs endothelial corneal dystrophy;LIMM;Cyclic Vomiting Syndrome with Migraine;Possible protective factor for normal tension glaucoma","Reported;Reported / lineage L & M marker / also hg IJK;Reported;Reported;Reported","+;+;nr;-;<NA>","-;-;nr;+;<NA>"
"I2470","SVP35","Spain","Europe","Iberia","N_Iberia_BA","Bronze Age","BAIB","",42.56999969482422,-2.619999885559082,"M","El Sotillo, Laguardia, Araba/Álava, Basque Country","","J2a1a1","R1b1a1a2a1a2(xR1b1a1a2a1a2c)",-1411,-1231,"1411–1231 cal BCE (3060±30 BP, Beta-299307)","3060±30","","Olalde et al. 2019","https://doi.org/10.1126/science.aav4040","https://www.ebi.ac.uk/ena/browser/view/PRJEB30874","1","0","R1b1a:A702:10038192G->A;R1b1a:CTS4244:15510064T->G;R1b1a:FGC35:18407611C->T;R1b1a:FGC36:13822833G->T;R1b1a:PF6263:21159055C->A;R1b1a:PF6271:23984056G->A;R1b1:CTS2134:14193384G->A;R1b1:CTS2229:14226692T->A;R1b1:M415:9170545C->A;R1:CTS3321:14829196C->T;R1:L875:16742224A->G;R1:M306:22750583C->A;R1:P286:17716251C->T;R1:P294:7570822G->C;R:F370:16856357T->C;R:F652:23631629C->A;R:M651:9889199G->A;R:M734:18066156C->T;R:P227:21409706G->C;R:P280:21843090C->G",1401.5850830078125,"bam","6285A;310C;3551T;602T;15168A","6285;310;3551;602;15168","MT-CO1;MT-CR;MT-ND1;MT-TF;MT-CYB","Prostate Cancer;Possible protective factor for normal tension glaucoma;LHON;Axial myopathy with encephalopathy;EXIT","Reported;Reported;Reported;Reported;Reported","+;<NA>;+;-;-","-;<NA>;-;+;+"
"I2569","SVP51","Great Britain","Europe","British Isles","Scotland_CA_EBA","Bronze Age","BABI","",55.9900016784668,-2.5369999408721924,"M","Eweford Cottages, East Lothian, Scotland","","K1a3a","R1b1a1a2a1a2",-2139,-1915,"2139-1915 calBCE (3650±40 BP, SUERC-5318)","3650±40","SUERC-5318","Olalde et al. 2018","https://dx.doi.org/10.1038/nature25738","http://www.ebi.ac.uk/ena/data/view/PRJEB23635","1","0","R1b1a1a2a2:Z2105:15747432C->A;R1b1a1a2:L150.1:10008791C->T;R1b1a1a2:L265:8149348A->G;R1b1a1a2:L773:7220727A->G;R1b1a1a2:PF6475:17986687C->A;R1b1a1a2:PF6494:20811307G->A;R1b1a1a2:PF6507:21983827C->T;R1b1a1a:CTS7904:17732408T->C;R1b1a1a:FGC57:7759944G->A;R1b1a1a:PF6463:16183412C->A;R1b1a:A702:10038192G->A;R1b1a:L754:22889018G->A;R1b1:CTS2229:14226692T->A;R1:CTS3321:14829196C->T;R1:P245:8633545T->C;R:CTS2426:14300457G->A;R:F82:7548900G->A;R:L1225:22733758C->G;R:M207:15581983A->G;R:M734:18066156C->T;R:P227:21409706G->C",220.51400756835938,"bam","310C","310","MT-CR","Possible protective factor for normal tension glaucoma","Reported","<NA>","<NA>"
"I0047","QUEVIII6","Germany","Europe","central Europe","Únětice","Bronze Age","UNC","",51.900001525878906,11.050000190734863,"F","Halberstadt-Sonntagsfeld","","V9","",-2111,-1891,"2111-1891 calBCE (3612±30 BP, MAMS-21481)","3612±30","MAMS-21481","Lipson et al. 2017","https://dx.doi.org/10.1038/nature24476","https://www.ebi.ac.uk/ena/data/view/PRJEB22629","1","0","",0.0,"bam","13637G;16189C;150T;12308G;11467G;12372A","13637;16189;150;12308;11467;12372","MT-ND5;MT-CR;MT-CR;MT-TL2;MT-ND4;MT-ND5","Possible LHON factor;Diabetes / Cardiomyopathy /cancer risk / mtDNA copy nbr / Metabolic Syndrome / Melanoma patients;Longevity / Cervical Carcinoma / HPV infection risk;CPEO / Stroke / CM / Breast & Renal & Prostate Cancer Risk / Altered brain pH /sCJD;Altered brain pH / sCJD patients;Altered brain pH / sCJD patients","Reported;Reported;Conflicting reports;Reported;Reported;Reported","+;+;+;+;+;+","-;-;+;+;-;-"
"I7203","SVP3","Czech Republic","Europe","central Europe","Czech_EBA","Bronze Age","UNC","",50.0504150390625,14.366726875305176,"M","Prague 5, Jinonice, Zahradnictví","","H1","R1",-2200,-1700,"2200-1700 BCE","","","Olalde et al. 2018","https://dx.doi.org/10.1038/nature25738","http://www.ebi.ac.uk/ena/data/view/PRJEB23635","0","0","R1b1a1a2a2:CTS1078:7186135G->C;R1b1a1a2a2:M12149:14629851G->A;R1b1a1a2a2:S20902:18383837C->T;R1b1a1a2a2:Z2105:15747432C->A;R1b1a1a2a:L23:6753511G->A;R1b1a1a2:CTS10834:22796697T->C;R1b1a1a2:CTS11468:23124367G->T;R1b1a1a2:CTS623:6912992T->G;R1b1a1a2:CTS8591:18095336A->C;R1b1a1a2:CTS8665:18137831T->C;R1b1a1a2:CTS8728:18167403C->T;R1b1a1a2:L150.1:10008791C->T;R1b1a1a2:L265:8149348A->G;R1b1a1a2:L482:7863189G->A;R1b1a1a2:L773:7220727A->G;R1b1a1a2:M269:22739367T->C;R1b1a1a2:M520:4446430T->A;R1b1a1a2:PF6399:2668456C->T;R1b1a1a2:PF6409:4352151G->A;R1b1a1a2:PF6411:5166408A->G;R1b1a1a2:PF6432:8194310C->A;R1b1a1a2:PF6434:8411202A->G;R1b1a1a2:PF6438:9464078C->T;R1b1a1a2:PF6475:17986687C->A;R1b1a1a2:PF6482:18381735A->G;R1b1a1a2:PF6494:20811307G->A;R1b1a1a2:PF6495:20828795G->A;R1b1a1a2:PF6500:21410840G->T;R1b1a1a2:PF6505:21784286G->A;R1b1a1a2:PF6509:22190371A->G;R1b1a1a:CTS11985:23403749G->A;R1b1a1a:CTS3876:15239181G->C;R1b1a1a:CTS5577:16376495A->C;R1b1a1a:CTS7904:17732408T->C;R1b1a1a:CTS9018:18617596C->T;R1b1a1a:FGC57:7759944G->A;R1b1a1a:L502:19020340G->C;R1b1a1a:PF6451:14116584T->A;R1b1a1a:PF6463:16183412C->A;R1b1a1a:PF6498:21312064C->A;R1b1a1a:PF6501:21447844A->T;R1b1a1a:PF6524:23452965T->C;R1b1a1:L389:28733101C->G;R1b1a:A702:10038192G->A;R1b1a:CTS3063:14637352T->C;R1b1a:CTS3794:15184385C->G;R1b1a:CTS4244:15510064T->G;R1b1a:CTS7585:17545608G->T;R1b1a:CTS8436:18026855G->A;R1b1a:FGC35:18407611C->T;R1b1a:FGC36:13822833G->T;R1b1a:FGC41:7900883C->A;R1b1a:L1068:21528257T->C;R1b1a:L1345:21558298G->T;R1b1a:L754:22889018G->A;R1b1a:L761:16773870A->G;R1b1a:PF6249:8214827C->T;R1b1a:PF6263:21159055C->A;R1b1a:PF6271:23984056G->A;R1b1:CTS2134:14193384G->A;R1b1:CTS5676:16426937C->G;R1b1:CTS910:7081561C->T;R1b1:L1349:22722580T->C;R1b1:L278:18914441C->T;R1b1:L506:21995972T->A;R1b1:L780:21183643A->G;R1b1:L822:7960019G->A;R1b1:M415:9170545C->A;R1b1:PF6270:23845409T->C;R1b:M343:2887824C->A;R1:CTS1913:14120054A->T;R1:CTS2565:14366723C->T;R1:CTS2908:14556851C->T;R1:CTS3123:14674176A->C;R1:CTS3321:14829196C->T;R1:CTS5611:16394489T->G;R1:CTS7085:17275703G->A;R1:CTS8116:17839981G->A;R1:CTS916:7084535G->A;R1:CTS997:7132713G->A;R1:F102:7854412A->G;R1:L875:16742224A->G;R1:M173:15026424A->C;R1:M306:22750583C->A;R1:P225:15590342G->T;R1:P231:9989615A->G;R1:P233:21166358T->G;R1:P234:21117888T->C;R1:P236:17782178C->G;R1:P238:7771131G->A;R1:P245:8633545T->C;R1:P286:17716251C->T;R1:P294:7570822G->C;R:CTS207:2810583A->G;R:CTS2913:14561760A->G;R:CTS3229:14750668A->C;R:CTS3622:15078469C->G;R:CTS5815:16491135C->T;R:CTS6417:16882568T->C;R:CTS8311:17930099C->A;R:F295:15594523A->G;R:F33:6701239G->A;R:F356:16629782T->C;R:F370:16856357T->C;R:F63:7177189G->A;R:F652:23631629C->A;R:F82:7548900G->A;R:FGC1168:15667208G->C;R:L1225:22733758C->G;R:L1347:22818334C->T;R:M613:7133986G->C;R:M628:8027859G->C;R:M651:9889199G->A;R:M718:17334694G->T;R:M734:18066156C->T;R:M760:21219443A->G;R:M764:21263029G->A;R:P224:17285993C->T;R:P227:21409706G->C;R:P229:8050994G->C;R:P232:23035132G->A;R:P280:21843090C->G;R:P285:19267344C->A",13.11769962310791,"bam","11467G;12308G;15693C;195C;12372A;499A","11467;12308;15693;195;12372;499","MT-ND4;MT-TL2;MT-CYB;MT-CR;MT-ND5;MT-CR","Altered brain pH / sCJD patients;CPEO / Stroke / CM / Breast & Renal & Prostate Cancer Risk / Altered brain pH /sCJD;Possibly LVNC cardiomyopathy-associated;BD-associated / melanoma pts;Altered brain pH / sCJD patients;Endometriosis","Reported;Reported;Reported;Reported;Reported;Reported","+;+;+;+;+;+","-;+;-;+;-;-"
